title,url,pageid,state,level,description,instance_of,founded,website,school_district,nces_id,postal_code,wikidata_qid,lat,lon,pageviews_60d,thumbnail,source_category
Wells Community Academy High School,https://en.wikipedia.org/wiki/Wells_Community_Academy_High_School,7764677,Illinois,high,"Public secondary school in Chicago, Illinois, US",high school,1935,http://www.wellshighschoolchicago.org/,Chicago Public Schools,170993001192,60622,Q7981630,41.8991,-87.6682,0,,Public high schools in Chicago
Wendell Phillips Academy High School,https://en.wikipedia.org/wiki/Wendell_Phillips_Academy_High_School,11293850,Illinois,high,"School in Chicago, Illinois, United States",high school,1904,https://phillipshs.org/,Chicago Public Schools,170993001061,60653,Q7982462,41.82444444,-87.61972222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Phillipsacademy.JPG/330px-Phillipsacademy.JPG,Public high schools in Chicago
West Aurora High School,https://en.wikipedia.org/wiki/West_Aurora_High_School,10353578,Illinois,high,"High school in Aurora, Illinois, United States",high school,1868,http://westhigh.sd129.org/,West Aurora Public School District 129,170471000174,60506,Q7984346,41.765,-88.3456,0,,"Schools in Kane County, Illinois"
West Carroll High School,https://en.wikipedia.org/wiki/West_Carroll_High_School,26405859,Illinois,high,"School in Mount Carroll, Illinois, United States",high school,,http://www.wc314.org/high/mainpage.htm,,170031004970,61074,Q7984661,42.0905,-89.9692,0,,"Schools in Carroll County, Illinois"
West Central High School (Illinois),https://en.wikipedia.org/wiki/West_Central_High_School_(Illinois),26029112,Illinois,high,"Public school in Biggsville, Illinois, United States",high school,2005,http://www.wc235.k12.il.us/vnews/display.v/SEC/High%20School,,170031905597,61418,Q7984686,40.849344,-90.900718,0,,"Schools in Henderson County, Illinois"
West Leyden High School,https://en.wikipedia.org/wiki/West_Leyden_High_School,1400817,Illinois,high,"Public school in Northlake, Illinois, United States",high school,1959,http://www.leyden212.org/,Leyden High School District 212,172274002522,60164,Q14688235,,,0,,"Public high schools in Cook County, Illinois"
West Prairie High School,https://en.wikipedia.org/wiki/West_Prairie_High_School,26033687,Illinois,high,"Public high school in E. Street, Sciota, Illinois, USA",high school,,http://www.westprairie.org/wphs/,,170031405701,,Q7986296,40.55341,-90.75181,0,,"Schools in McDonough County, Illinois"
West Pullman Elementary School,https://en.wikipedia.org/wiki/West_Pullman_Elementary_School,62183950,Illinois,elementary,United States historic place,school building,1894,,,,,Q85815084,41.67694444,-87.63583333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/West_Pullman_Elementary_School.jpg/330px-West_Pullman_Elementary_School.jpg,Public elementary schools in Chicago
West Town Academy,https://en.wikipedia.org/wiki/West_Town_Academy,8368323,Illinois,high,"Public high school in Chicago, Illinois",high school,1998,http://www.westtownacademy.org,,,60612,Q7986689,41.89108333,-87.70280556,0,,Public high schools in Chicago
Western High School (Illinois),https://en.wikipedia.org/wiki/Western_High_School_(Illinois),26312774,Illinois,high,"Comprehensive public high school in Barry, Pike County, Illinois, United States",high school,,http://www.westerncusd12.org/whs.html,,170138705910,62312,Q7987910,39.697,-91.045,0,,"Schools in Pike County, Illinois"
"Westminster Christian School (Elgin, Illinois)","https://en.wikipedia.org/wiki/Westminster_Christian_School_(Elgin,_Illinois)",13134068,Illinois,combined,"School in Elgin, Illinois, United States",school,1978,,,,,Q7989142,,,0,,"Private schools in Elgin, Illinois"
"Westmont High School (Westmont, Illinois)","https://en.wikipedia.org/wiki/Westmont_High_School_(Westmont,_Illinois)",6533134,Illinois,high,"Public school in DuPage County, Illinois, U.S.",high school,1972,https://www.cusd201.org/whs,Westmont Community Unit School District 201,174198004202,60559,Q7989250,41.81898,-87.96247,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Westmont_High_School_in_Illinois%2C_2025_02.jpg/330px-Westmont_High_School_in_Illinois%2C_2025_02.jpg,"Schools in DuPage County, Illinois"
Westville High School (Illinois),https://en.wikipedia.org/wiki/Westville_High_School_(Illinois),12119509,Illinois,high,"Public school in Westville, Illinois , United States",high school,,http://www.westville.k12.il.us/hs/home.html,,171082001320,,Q7989784,,,0,,"Schools in Vermilion County, Illinois"
Wethersfield High School (Illinois),https://en.wikipedia.org/wiki/Wethersfield_High_School_(Illinois),25346861,Illinois,high,"Public secondary school in Kewanee, Illinois, USA",high school,1859,http://go-geese.net/,,174206004205,,Q7990108,41.245,-89.90888889,0,,"Schools in Henry County, Illinois"
Wheaton Academy,https://en.wikipedia.org/wiki/Wheaton_Academy,16818356,Illinois,high,"Private high school in West Chicago, Illinois, Illinois, United States",school,,http://www.wheatonacademy.org/,,,60185,Q7991950,41.90138889,-88.18638889,0,,"Schools in DuPage County, Illinois"
Wheaton North High School,https://en.wikipedia.org/wiki/Wheaton_North_High_School,3481857,Illinois,high,"Public secondary school in Wheaton, Illinois, United States",high school,1964,,Community Unit School District 200,174218004223,60187,Q7991963,41.88388889,-88.11611111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Wheatonnorth.jpg/330px-Wheatonnorth.jpg,"Schools in DuPage County, Illinois"
Wheaton Warrenville South High School,https://en.wikipedia.org/wiki/Wheaton_Warrenville_South_High_School,3481822,Illinois,high,"High school in Wheaton, Illinois",high school,1876,http://www.wwshs.org,Community Unit School District 200,174218004222,60189,Q7991966,41.83277778,-88.14888889,0,,"Schools in DuPage County, Illinois"
Wheeling High School,https://en.wikipedia.org/wiki/Wheeling_High_School,3490005,Illinois,high,"Public secondary school in Wheeling, Illinois, United States",high school,1964,http://whs.d214.org/,Township High School District 214,170417000117,60090,Q7992300,,,0,,"Public high schools in Cook County, Illinois"
Whitney M. Young Magnet High School,https://en.wikipedia.org/wiki/Whitney_M._Young_Magnet_High_School,15859551,Illinois,high,"School in Chicago, Illinois, United States",high school,1975,,Chicago Public Schools,170993000714,60607,Q7996715,,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Wyoung.png/330px-Wyoung.png,Magnet schools in Illinois
William Fremd High School,https://en.wikipedia.org/wiki/William_Fremd_High_School,1258351,Illinois,high,"Public secondary school in Palatine, Illinois, United States",high school,1961,http://www.fhs.d211.org,Township High School District 211,173045003168,60067,Q8009431,,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/William_Fremd_High_School.jpg/330px-William_Fremd_High_School.jpg,"Public high schools in Cook County, Illinois"
William Howard Taft High School (Chicago),https://en.wikipedia.org/wiki/William_Howard_Taft_High_School_(Chicago),3577312,Illinois,high,Chicago high school,high school,,http://www.tafths.org/,Chicago Public Schools,170993001153,60631,Q8012582,41.9844,-87.79192,0,,Public high schools in Chicago
Williamsfield High School,https://en.wikipedia.org/wiki/Williamsfield_High_School,26032388,Illinois,high,"Public secondary school in Kentucky Avenue, Williamsfield, Illinois, USA",high school,,http://www.billtown.org/highschool.htm,,174245004268,,Q8021191,40.92697222,-90.02177778,0,,"Schools in Knox County, Illinois"
Willowbrook High School,https://en.wikipedia.org/wiki/Willowbrook_High_School,8525219,Illinois,high,"Public secondary school in Villa Park, Illinois, United States",high school,1959,,DuPage High School District 88,171394001738,60181,Q8022405,,,0,,"Schools in DuPage County, Illinois"
Willows Academy,https://en.wikipedia.org/wiki/Willows_Academy,20211874,Illinois,high,"Private, all women school in Des Plaines, Illinois, United States",school,1974,http://www.willowsacademy.org,,,60016,Q7775019,42.03891667,-87.89855556,0,,Girls' schools in Illinois
Wilmington High School (Illinois),https://en.wikipedia.org/wiki/Wilmington_High_School_(Illinois),19498587,Illinois,high,Comprehensive public high school in the United States,high school,,,Wilmington School District 209-U,174263004284,,Q8022761,41.30333333,-88.13194444,0,,"Schools in Will County, Illinois"
Winchester High School (Illinois),https://en.wikipedia.org/wiki/Winchester_High_School_(Illinois),31101568,Illinois,high,"Public, coeducational school in Winchester, Scott County, Illinois, United States",high school,,http://winchesterschools.net/vnews/display.v/SEC/High%20School,,174266004288,62694,Q8023808,39.62764,-90.45961,0,,"Schools in Scott County, Illinois"
Winnebago High School,https://en.wikipedia.org/wiki/Winnebago_High_School,21022313,Illinois,high,"Public high school in Winnebago, Illinois, United States",high school,,http://winnebagoschools.org/schools/highschool,Winnebago Community Unit School District 323,174279004297,61088,Q8025554,42.27166667,-89.23916667,0,,"Schools in Winnebago County, Illinois"
Woodland High School (Illinois),https://en.wikipedia.org/wiki/Woodland_High_School_(Illinois),29791290,Illinois,high,"Public school in Streator, Illinois, United States",high school,,,,173807003900,,Q8032842,41.06058333,-88.81758333,0,,"Schools in LaSalle County, Illinois"
Woodlands Academy of the Sacred Heart,https://en.wikipedia.org/wiki/Woodlands_Academy_of_the_Sacred_Heart,9737440,Illinois,high,"Private, boarding & day school in Lake Forest, Illinois, United States",boarding school,1858,https://www.woodlandsacademy.org/,,,6004,Q8032926,42.23333333,-87.82861111,0,,Catholic boarding schools in the United States
Woodruff Career and Technical Center,https://en.wikipedia.org/wiki/Woodruff_Career_and_Technical_Center,8801514,Illinois,high,"Public high school in Peoria, Illinois, United States",high school,1937,,,173123006199,61603,Q14688268,40.7084,-89.572,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Woodruff_Main_Entrance.JPG/330px-Woodruff_Main_Entrance.JPG,"Schools in Peoria County, Illinois"
Woodstock High School (Illinois),https://en.wikipedia.org/wiki/Woodstock_High_School_(Illinois),5064435,Illinois,high,"High school in Woodstock, Illinois, United States",high school,,,Woodstock Community Unit School District 200,174333004335,,Q8033433,42.3122,-88.4544,0,,"Schools in McHenry County, Illinois"
Woodstock North High School (Illinois),https://en.wikipedia.org/wiki/Woodstock_North_High_School_(Illinois),29220408,Illinois,high,"High school in Woodstock, Illinois, United States",high school,,,Woodstock Community Unit School District 200,174333006032,,Q8033444,42.35073,-88.42603,0,,"Schools in McHenry County, Illinois"
York Community High School,https://en.wikipedia.org/wiki/York_Community_High_School,3513149,Illinois,high,"Public secondary school in Elmhurst, Dupage County, Illinois, United States",high school,1918,http://york.elmhurst205.org/,Elmhurst Community Unit School District 205,171397001755,60126,Q14688280,,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/YorkCommHScrest2023.png/330px-YorkCommHScrest2023.png,"Schools in DuPage County, Illinois"
Yorkville High School,https://en.wikipedia.org/wiki/Yorkville_High_School,6493406,Illinois,high,"Public school in Illinois, United States",high school,1893,http://www.y115.org,Yorkville Community Unit School District 115,174396004363,60560,Q8055819,41.652,-88.452,0,,"Schools in Kendall County, Illinois"
Youth Connection Charter School,https://en.wikipedia.org/wiki/Youth_Connection_Charter_School,33935198,Illinois,high,"Charter school in Chicago, Illinois, United States",high school,1997,http://www.yccs.us,Chicago Public Schools,170993003473,60616,Q8059186,41.83138889,-87.62722222,0,,Public high schools in Chicago
Zion-Benton Township High School,https://en.wikipedia.org/wiki/Zion-Benton_Township_High_School,5764999,Illinois,high,"Public high school in Zion, Illinois, United States",high school,1939,http://www.zbths.org/,Zion-Benton Township High School District 126,174389004357,60099,Q8072480,42.4561,-87.8682,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Zbths.front.outside.jpg/330px-Zbths.front.outside.jpg,"Schools in Lake County, Illinois"
21st Century Charter School of Gary,https://en.wikipedia.org/wiki/21st_Century_Charter_School_of_Gary,6739337,Indiana,high,"Charter school in Gary, Indiana, United States",high school,2005,,,180004602162,,Q4631053,41.60069444,-87.33877778,201,,"Schools in Gary, Indiana"
Academy for Innovative Studies (Evansville),https://en.wikipedia.org/wiki/Academy_for_Innovative_Studies_(Evansville),41037963,Indiana,,"Public high school in Evansville, Indiana, US",school,2012,http://sites.evscschools.com/AdminDefault.aspx?PortalId=a3693b87-0906-452f-b933-62252becf099,Evansville Vanderburgh School Corporation,,,Q16974162,37.5955,-87.33147,123,,"Schools in Evansville, Indiana"
Adams Central Middle/High School,https://en.wikipedia.org/wiki/Adams_Central_Middle/High_School,4544701,Indiana,high,"Public high school in Monroe, Indiana, United States",high school,,http://www.accs.k12.in.us,Adams Central Community Schools,180006000007,46772,Q4680308,40.74583333,-84.94277778,98,,"Schools in Adams County, Indiana"
Alexandria Monroe High School,https://en.wikipedia.org/wiki/Alexandria_Monroe_High_School,14942542,Indiana,high,"Public, secondary school in Alexandria, Madison County, Indiana, United States",high school,,http://www.alex.k12.in.us/AMHS.htm,,180012000011,46001,Q4720983,40.2492,-85.6779,175,,"Schools in Madison County, Indiana"
Anderson High School (Indiana),https://en.wikipedia.org/wiki/Anderson_High_School_(Indiana),49670609,Indiana,high,"Public high school in Anderson, Madison County, Indiana, United States",high school,1873,http://ahs.acsc.schooldesk.net/,Anderson Community School Corporation,180015000029,46013,Q23016842,40.0661,-85.6911,451,,"Schools in Madison County, Indiana"
Anderson Preparatory Academy,https://en.wikipedia.org/wiki/Anderson_Preparatory_Academy,31549640,Indiana,high,"Public charter military academy in Anderson, Madison County, Indiana, United States",high school,2008,http://goapa.org/,,180007702425,46016,Q4754149,40.095095,-85.707435,125,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Anderson_Preparatory_Academy.jpg/330px-Anderson_Preparatory_Academy.jpg,Charter schools in Indiana
Andrean High School,https://en.wikipedia.org/wiki/Andrean_High_School,7082616,Indiana,high,"Private coeducational school in Merrillville, Indiana, United States",high school,1959,,,,46410,Q4755345,41.51055556,-87.33333333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Andrean_High_School_Crest.jpg/330px-Andrean_High_School_Crest.jpg,"Schools in Lake County, Indiana"
Angola High School,https://en.wikipedia.org/wiki/Angola_High_School,42434681,Indiana,high,"Public high school in Angola, Indiana, United States",high school,,http://ahs.msdsteuben.k12.in.us/,MSD Steuben County School District,181110001797,46703,Q16975024,41.6319,-84.9719,170,,Public high schools in Indiana
